"","SentenceID","Label","critical_word","Sentence"
"336",336,"exp.d.88","clarified","The report that the journalist who the editor who directed the newsroom supervised described the scandal clarified the confusion."
"337",337,"exp.a.89","disturbed","The impression disturbed the audience."
"338",338,"exp.b.89","disturbed","The impression that the actor mocked the fans disturbed the audience."
"339",339,"exp.c.89","disturbed","The impression that the actor who the director admired mocked the fans disturbed the audience."
"340",340,"exp.d.89","disturbed","The impression that the actor who the director who produced films admired mocked the fans disturbed the audience."
"341",341,"exp.a.90","forecast","The prediction forecast trouble."
"342",342,"exp.b.90","forecast","The prediction that the storm would arrive forecast trouble."
"343",343,"exp.c.90","forecast","The prediction that the storm that the sailors feared would arrive forecast trouble."
"344",344,"exp.d.90","forecast","The prediction that the storm that the sailors who sailed the coast feared would arrive forecast trouble."
"345",345,"exp.a.91","overturned","The judgment overturned the ruling."
"346",346,"exp.b.91","overturned","The judgment that the court accepted new evidence overturned the ruling."
"347",347,"exp.c.91","overturned","The judgment that the court that the lawyer challenged accepted new evidence overturned the ruling."
"348",348,"exp.d.91","overturned","The judgment that the court that the lawyer who appealed cases challenged accepted new evidence overturned the ruling."
"349",349,"exp.a.92","reinforced","The confirmation reinforced the belief."
"350",350,"exp.b.92","reinforced","The confirmation that the scientist repeated the test reinforced the belief."
"351",351,"exp.c.92","reinforced","The confirmation that the scientist who the professor admired repeated the test reinforced the belief."
"352",352,"exp.d.92","reinforced","The confirmation that the scientist who the professor who taught chemistry admired repeated the test reinforced the belief."
"353",353,"exp.a.93","implied","The suggestion implied dishonesty."
"354",354,"exp.b.93","implied","The suggestion that the banker withheld information implied dishonesty."
"355",355,"exp.c.93","implied","The suggestion that the banker who the regulators distrusted withheld information implied dishonesty."
"356",356,"exp.d.93","implied","The suggestion that the banker who the regulators who audited companies distrusted withheld information implied dishonesty."
"357",357,"exp.a.94","criticized","The complaint criticized the proposal."
"358",358,"exp.b.94","criticized","The complaint that the union rejected the contract criticized the proposal."
"359",359,"exp.c.94","criticized","The complaint that the union that the workers supported rejected the contract criticized the proposal."
"360",360,"exp.d.94","criticized","The complaint that the union that the workers who joined protests supported rejected the contract criticized the proposal."
"361",361,"exp.a.95","declared","The declaration declared victory."
"362",362,"exp.b.95","declared","The declaration that the candidate won the election declared victory."
"363",363,"exp.c.95","declared","The declaration that the candidate who the voters supported won the election declared victory."
"364",364,"exp.d.95","declared","The declaration that the candidate who the voters who attended rallies supported won the election declared victory."
"365",365,"exp.a.96","verified","The evidence verified the claim."
"366",366,"exp.b.96","verified","The evidence that the detective collected fingerprints verified the claim."
"367",367,"exp.c.96","verified","The evidence that the detective who the judge trusted collected fingerprints verified the claim."
"368",368,"exp.d.96","verified","The evidence that the detective who the judge who presided over trials trusted collected fingerprints verified the claim."
"369",369,"exp.a.97","challenged","The perception challenged the theory."
"370",370,"exp.b.97","challenged","The perception that the critic dismissed the idea challenged the theory."
"371",371,"exp.c.97","challenged","The perception that the critic who the professor disliked dismissed the idea challenged the theory."
"372",372,"exp.d.97","challenged","The perception that the critic who the professor who published articles disliked dismissed the idea challenged the theory."
"373",373,"exp.a.98","proved","The assertion proved difficult."
"374",374,"exp.b.98","proved","The assertion that the lawyer defended the suspect proved difficult."
"375",375,"exp.c.98","proved","The assertion that the lawyer who the judge admired defended the suspect proved difficult."
"376",376,"exp.d.98","proved","The assertion that the lawyer who the judge who presided over cases admired defended the suspect proved difficult."
"377",377,"exp.a.99","recalled","The reminder recalled the promise."
"378",378,"exp.b.99","recalled","The reminder that the student submitted the homework recalled the promise."
"379",379,"exp.c.99","recalled","The reminder that the student who the teacher supported submitted the homework recalled the promise."
"380",380,"exp.d.99","recalled","The reminder that the student who the teacher who wrote textbooks supported submitted the homework recalled the promise."
"381",381,"exp.a.100","signaled","The indication signaled danger."
"382",382,"exp.b.100","signaled","The indication that the driver ignored the sign signaled danger."
"383",383,"exp.c.100","signaled","The indication that the driver who the policeman warned ignored the sign signaled danger."
"384",384,"exp.d.100","signaled","The indication that the driver who the policeman who enforced traffic rules warned ignored the sign signaled danger."
